Location,Year,Company Type,Number of Companies,Productivity
Torre de Moncorvo,2009,Mining and quarrying,2,-
Vila Nova de Foz Côa,2009,Mining and quarrying,10,-
Vila Real,2009,Mining and quarrying,14,21561.5
Terras de Trás-os-Montes,2009,Mining and quarrying,15,22407.7
Alfândega da Fé,2009,Mining and quarrying,1,-
Bragança,2009,Mining and quarrying,3,-
Macedo de Cavaleiros,2009,Mining and quarrying,3,-
Miranda do Douro,2009,Mining and quarrying,1,-
Mirandela,2009,Mining and quarrying,2,-
Mogadouro,2009,Mining and quarrying,1,-
Vila Flor,2009,Mining and quarrying,1,-
Vimioso,2009,Mining and quarrying,0,-
Vinhais,2009,Mining and quarrying,3,-
Centro,2009,Mining and quarrying,534,32946
Oeste,2009,Mining and quarrying,101,32026.6
Alcobaça,2009,Mining and quarrying,40,33036.1
Alenquer,2009,Mining and quarrying,23,37706.9
Arruda dos Vinhos,2009,Mining and quarrying,0,-
Bombarral,2009,Mining and quarrying,1,-
Cadaval,2009,Mining and quarrying,20,-
Caldas da Rainha,2009,Mining and quarrying,4,24078.8
Lourinhã,2009,Mining and quarrying,5,-
Nazaré,2009,Mining and quarrying,0,-
Óbidos,2009,Mining and quarrying,2,-
Peniche,2009,Mining and quarrying,2,-
Sobral de Monte Agraço,2009,Mining and quarrying,0,-
Torres Vedras,2009,Mining and quarrying,4,16453.1
Região de Aveiro,2009,Mining and quarrying,40,-
Águeda,2009,Mining and quarrying,12,-
Albergaria-a-Velha,2009,Mining and quarrying,1,-
Anadia,2009,Mining and quarrying,1,-
Aveiro,2009,Mining and quarrying,5,15472
Estarreja,2009,Mining and quarrying,1,-
Ílhavo,2009,Mining and quarrying,4,-
Murtosa,2009,Mining and quarrying,0,-
Oliveira do Bairro,2009,Mining and quarrying,3,28530.6
Ovar,2009,Mining and quarrying,5,-
Sever do Vouga,2009,Mining and quarrying,6,10411.5
Vagos,2009,Mining and quarrying,2,-
Região de Coimbra,2009,Mining and quarrying,67,27573.1
Arganil,2009,Mining and quarrying,2,-
Cantanhede,2009,Mining and quarrying,9,32562.4
Coimbra,2009,Mining and quarrying,9,31273.6
Condeixa-a-Nova,2009,Mining and quarrying,11,20467.5
Figueira da Foz,2009,Mining and quarrying,15,-
Góis,2009,Mining and quarrying,1,-
Lousã,2009,Mining and quarrying,2,-
Mealhada,2009,Mining and quarrying,0,-
Mira,2009,Mining and quarrying,1,-
Miranda do Corvo,2009,Mining and quarrying,1,-
Montemor-o-Velho,2009,Mining and quarrying,2,-
Mortágua,2009,Mining and quarrying,0,-
Oliveira do Hospital,2009,Mining and quarrying,4,12004.7
Pampilhosa da Serra,2009,Mining and quarrying,0,-
Penacova,2009,Mining and quarrying,2,-
Penela,2009,Mining and quarrying,0,-
Soure,2009,Mining and quarrying,4,39176
Tábua,2009,Mining and quarrying,3,-
Vila Nova de Poiares,2009,Mining and quarrying,1,-
Região de Leiria,2009,Mining and quarrying,192,41254.6
Alvaiázere,2009,Mining and quarrying,1,-
Ansião,2009,Mining and quarrying,12,-
Batalha,2009,Mining and quarrying,15,24160.3
Castanheira de Pêra,2009,Mining and quarrying,0,-
Figueiró dos Vinhos,2009,Mining and quarrying,0,-
Leiria,2009,Mining and quarrying,17,43571.3
Marinha Grande,2009,Mining and quarrying,2,-
Pedrógão Grande,2009,Mining and quarrying,0,-
Pombal,2009,Mining and quarrying,17,52950.4
Porto de Mós,2009,Mining and quarrying,128,36740.2
Viseu Dão Lafões,2009,Mining and quarrying,52,-
Aguiar da Beira,2009,Mining and quarrying,3,35726.3
Carregal do Sal,2009,Mining and quarrying,2,-
Castro Daire,2009,Mining and quarrying,12,-
Mangualde,2009,Mining and quarrying,8,58355.6
Nelas,2009,Mining and quarrying,1,-
Oliveira de Frades,2009,Mining and quarrying,3,-6440
Penalva do Castelo,2009,Mining and quarrying,2,-
Santa Comba Dão,2009,Mining and quarrying,0,-
São Pedro do Sul,2009,Mining and quarrying,2,-
Sátão,2009,Mining and quarrying,4,4313
Tondela,2009,Mining and quarrying,4,12077.4
Vila Nova de Paiva,2009,Mining and quarrying,1,-
Viseu,2009,Mining and quarrying,10,25871.8
Vouzela,2009,Mining and quarrying,0,-
Beira Baixa,2009,Mining and quarrying,6,40276.3
Castelo Branco,2009,Mining and quarrying,5,-
Idanha-a-Nova,2009,Mining and quarrying,0,-
Oleiros,2009,Mining and quarrying,0,-
Penamacor,2009,Mining and quarrying,0,-
Proença-a-Nova,2009,Mining and quarrying,0,-
Vila Velha de Ródão,2009,Mining and quarrying,1,-
Médio Tejo,2009,Mining and quarrying,17,-
Abrantes,2009,Mining and quarrying,1,-
Alcanena,2009,Mining and quarrying,3,17059.5
Constância,2009,Mining and quarrying,2,-
Entroncamento,2009,Mining and quarrying,0,-
Ferreira do Zêzere,2009,Mining and quarrying,0,-
Mação,2009,Mining and quarrying,0,-
Ourém,2009,Mining and quarrying,8,27105.8
Sardoal,2009,Mining and quarrying,0,-
Sertã,2009,Mining and quarrying,0,-
Tomar,2009,Mining and quarrying,3,53075.4
Torres Novas,2009,Mining and quarrying,0,-
Vila de Rei,2009,Mining and quarrying,0,-
Vila Nova da Barquinha,2009,Mining and quarrying,0,-
Beiras e Serra da Estrela,2009,Mining and quarrying,59,20231.9
Almeida,2009,Mining and quarrying,7,8234.5
Belmonte,2009,Mining and quarrying,0,-
Celorico da Beira,2009,Mining and quarrying,2,-
Covilhã,2009,Mining and quarrying,5,22454.1
Figueira de Castelo Rodrigo,2009,Mining and quarrying,5,10655.5
Fornos de Algodres,2009,Mining and quarrying,0,-
Fundão,2009,Mining and quarrying,4,-
Gouveia,2009,Mining and quarrying,2,-
Guarda,2009,Mining and quarrying,4,-
Manteigas,2009,Mining and quarrying,0,-
Mêda,2009,Mining and quarrying,1,-
Pinhel,2009,Mining and quarrying,21,17876.6
Sabugal,2009,Mining and quarrying,3,8084
Seia,2009,Mining and quarrying,2,-
Trancoso,2009,Mining and quarrying,3,10957.2
Área Metropolitana de Lisboa,2009,Mining and quarrying,125,37902.1
Área Metropolitana de Lisboa,2009,Mining and quarrying,125,37902.1
Alcochete,2009,Mining and quarrying,1,-
Almada,2009,Mining and quarrying,4,-
Amadora,2009,Mining and quarrying,1,-
Barreiro,2009,Mining and quarrying,3,-
Cascais,2009,Mining and quarrying,6,-
Lisboa,2009,Mining and quarrying,39,-
Loures,2009,Mining and quarrying,3,-
Mafra,2009,Mining and quarrying,2,-
Moita,2009,Mining and quarrying,0,-
Montijo,2009,Mining and quarrying,1,-
Odivelas,2009,Mining and quarrying,0,-
Oeiras,2009,Mining and quarrying,3,-
Palmela,2009,Mining and quarrying,0,-
Seixal,2009,Mining and quarrying,3,-
Sesimbra,2009,Mining and quarrying,12,-
Setúbal,2009,Mining and quarrying,4,-
Sintra,2009,Mining and quarrying,41,-
Vila Franca de Xira,2009,Mining and quarrying,2,-
Alentejo,2009,Mining and quarrying,212,108252.6
Alentejo Litoral,2009,Mining and quarrying,11,38319.2
Alcácer do Sal,2009,Mining and quarrying,2,-
Grândola,2009,Mining and quarrying,4,49901.9
Odemira,2009,Mining and quarrying,0,-
Santiago do Cacém,2009,Mining and quarrying,3,1599.1
Sines,2009,Mining and quarrying,2,-
Baixo Alentejo,2009,Mining and quarrying,11,205143.7
Aljustrel,2009,Mining and quarrying,3,-
Almodôvar,2009,Mining and quarrying,0,-
Alvito,2009,Mining and quarrying,0,-
Barrancos,2009,Mining and quarrying,0,-
Beja,2009,Mining and quarrying,1,-
Castro Verde,2009,Mining and quarrying,2,-
Cuba,2009,Mining and quarrying,0,-
Ferreira do Alentejo,2009,Mining and quarrying,2,-
Mértola,2009,Mining and quarrying,0,-
Moura,2009,Mining and quarrying,2,-
Ourique,2009,Mining and quarrying,0,-
Serpa,2009,Mining and quarrying,1,-
Vidigueira,2009,Mining and quarrying,0,-
Lezíria do Tejo,2009,Mining and quarrying,102,34722.7
Almeirim,2009,Mining and quarrying,1,-
Alpiarça,2009,Mining and quarrying,0,-
Azambuja,2009,Mining and quarrying,3,-79166.3
Benavente,2009,Mining and quarrying,0,-
Cartaxo,2009,Mining and quarrying,4,16199
Chamusca,2009,Mining and quarrying,6,33690.9
Coruche,2009,Mining and quarrying,5,20415.6
Golegã,2009,Mining and quarrying,0,-
Rio Maior,2009,Mining and quarrying,16,59600.6
Salvaterra de Magos,2009,Mining and quarrying,2,-
Santarém,2009,Mining and quarrying,65,29780.1
Alto Alentejo,2009,Mining and quarrying,19,16735.8
Alter do Chão,2009,Mining and quarrying,0,-
Arronches,2009,Mining and quarrying,2,-
Avis,2009,Mining and quarrying,0,-
Campo Maior,2009,Mining and quarrying,0,-
Castelo de Vide,2009,Mining and quarrying,0,-
Crato,2009,Mining and quarrying,6,8005.4
Elvas,2009,Mining and quarrying,4,-
Fronteira,2009,Mining and quarrying,0,-
Gavião,2009,Mining and quarrying,0,-
Marvão,2009,Mining and quarrying,0,-
Monforte,2009,Mining and quarrying,1,-
Nisa,2009,Mining and quarrying,2,-
Ponte de Sor,2009,Mining and quarrying,1,-
Portalegre,2009,Mining and quarrying,2,-
Sousel,2009,Mining and quarrying,1,-
Alentejo Central,2009,Mining and quarrying,69,18360.1
Alandroal,2009,Mining and quarrying,3,-
Arraiolos,2009,Mining and quarrying,7,-
Borba,2009,Mining and quarrying,10,-
Estremoz,2009,Mining and quarrying,7,-
Évora,2009,Mining and quarrying,2,-
Montemor-o-Novo,2009,Mining and quarrying,3,-
Mora,2009,Mining and quarrying,0,-
Mourão,2009,Mining and quarrying,0,-
Portel,2009,Mining and quarrying,1,-
Redondo,2009,Mining and quarrying,0,-
Reguengos de Monsaraz,2009,Mining and quarrying,0,-
Vendas Novas,2009,Mining and quarrying,1,-
Viana do Alentejo,2009,Mining and quarrying,1,-
Vila Viçosa,2009,Mining and quarrying,34,-
Algarve,2009,Mining and quarrying,55,26051.9
Algarve,2009,Mining and quarrying,55,26051.9
Albufeira,2009,Mining and quarrying,1,-
Alcoutim,2009,Mining and quarrying,0,-
Aljezur,2009,Mining and quarrying,1,-
Castro Marim,2009,Mining and quarrying,4,12833.6
Faro,2009,Mining and quarrying,9,-
Lagoa,2009,Mining and quarrying,2,-
Lagos,2009,Mining and quarrying,1,-
Loulé,2009,Mining and quarrying,7,45234
Monchique,2009,Mining and quarrying,4,17085.6
Olhão,2009,Mining and quarrying,10,-
Portimão,2009,Mining and quarrying,2,-
São Brás de Alportel,2009,Mining and quarrying,6,-7091.8
Silves,2009,Mining and quarrying,3,-
Tavira,2009,Mining and quarrying,5,-
Vila do Bispo,2009,Mining and quarrying,0,-
Vila Real de Santo António,2009,Mining and quarrying,0,-
Continente,2009,Manufacturing,75150,23493.4
Norte,2009,Manufacturing,36404,18875.3
Alto Minho,2009,Manufacturing,1712,-
Arcos de Valdevez,2009,Manufacturing,124,21037.1
Caminha,2009,Manufacturing,103,-
Melgaço,2009,Manufacturing,51,15786.5
Monção,2009,Manufacturing,141,17776.8
Paredes de Coura,2009,Manufacturing,44,17079.9
Ponte da Barca,2009,Manufacturing,46,13473.8
Ponte de Lima,2009,Manufacturing,287,18743.6
Valença,2009,Manufacturing,90,15890.8
Viana do Castelo,2009,Manufacturing,753,23392.9
Vila Nova de Cerveira,2009,Manufacturing,73,28198.9
Cávado,2009,Manufacturing,5001,-
Amares,2009,Manufacturing,115,22941.9
Barcelos,2009,Manufacturing,2755,14247.1
Braga,2009,Manufacturing,1317,18921.7
Esposende,2009,Manufacturing,383,17952.3
Terras de Bouro,2009,Manufacturing,23,-
Vila Verde,2009,Manufacturing,408,10803.1
Ave,2009,Manufacturing,5765,-
Cabeceiras de Basto,2009,Manufacturing,90,8613.7
Fafe,2009,Manufacturing,826,12508.1
Guimarães,2009,Manufacturing,2388,14917.6
Mondim de Basto,2009,Manufacturing,36,-
Póvoa de Lanhoso,2009,Manufacturing,251,12945.5
Vieira do Minho,2009,Manufacturing,54,7948
Vila Nova de Famalicão,2009,Manufacturing,1758,23280.3
Vizela,2009,Manufacturing,362,12114.7
Área Metropolitana do Porto,2009,Manufacturing,16906,-
Arouca,2009,Manufacturing,230,-
Espinho,2009,Manufacturing,227,16144.1
Gondomar,2009,Manufacturing,1699,15430.5
Maia,2009,Manufacturing,1029,27882.5
Matosinhos,2009,Manufacturing,911,35587.7
Oliveira de Azeméis,2009,Manufacturing,1345,19392.5
Paredes,2009,Manufacturing,1522,13201.7
Porto,2009,Manufacturing,1350,25834.6
Póvoa de Varzim,2009,Manufacturing,481,13823.2
Santa Maria da Feira,2009,Manufacturing,2217,19584.2
Santo Tirso,2009,Manufacturing,955,16091.8
São João da Madeira,2009,Manufacturing,381,19365
Trofa,2009,Manufacturing,635,25453.8
Vale de Cambra,2009,Manufacturing,337,25501.5
Valongo,2009,Manufacturing,844,18266.9
Vila do Conde,2009,Manufacturing,616,17217.6
Vila Nova de Gaia,2009,Manufacturing,2127,27098.6
Alto Tâmega,2009,Manufacturing,495,-
Boticas,2009,Manufacturing,26,17572.4
Chaves,2009,Manufacturing,231,17124.2
Montalegre,2009,Manufacturing,43,-
Ribeira de Pena,2009,Manufacturing,27,11461
Valpaços,2009,Manufacturing,100,12061.9
Vila Pouca de Aguiar,2009,Manufacturing,68,39061.7
Tâmega e Sousa,2009,Manufacturing,4785,-
Amarante,2009,Manufacturing,394,17978.7
Baião,2009,Manufacturing,77,11594.1
Castelo de Paiva,2009,Manufacturing,100,16344.9
Celorico de Basto,2009,Manufacturing,124,12220.3
Cinfães,2009,Manufacturing,65,-
Felgueiras,2009,Manufacturing,1127,13601.2
Lousada,2009,Manufacturing,622,14632.9
Marco de Canaveses,2009,Manufacturing,360,11585.7
Paços de Ferreira,2009,Manufacturing,1388,10404.9
Penafiel,2009,Manufacturing,480,12931.8
Resende,2009,Manufacturing,48,-
Douro,2009,Manufacturing,1053,-
Alijó,2009,Manufacturing,84,18968.8
Armamar,2009,Manufacturing,25,14983.4
Carrazeda de Ansiães,2009,Manufacturing,46,13730.2
Freixo de Espada à Cinta,2009,Manufacturing,25,18628.7
Lamego,2009,Manufacturing,113,23831.7
Mesão Frio,2009,Manufacturing,17,18185.2
Moimenta da Beira,2009,Manufacturing,50,19439.7
Murça,2009,Manufacturing,35,16770.7
Penedono,2009,Manufacturing,21,7086.1
Peso da Régua,2009,Manufacturing,93,21575.1
Sabrosa,2009,Manufacturing,39,24966.4
Santa Marta de Penaguião,2009,Manufacturing,30,28279.9
São João da Pesqueira,2009,Manufacturing,52,29154.7
Sernancelhe,2009,Manufacturing,44,22635.4
Tabuaço,2009,Manufacturing,24,-
Tarouca,2009,Manufacturing,30,39145.1
Torre de Moncorvo,2009,Manufacturing,52,11490.6
Vila Nova de Foz Côa,2009,Manufacturing,54,24511
Vila Real,2009,Manufacturing,219,16259.5
Terras de Trás-os-Montes,2009,Manufacturing,687,-
Alfândega da Fé,2009,Manufacturing,18,-
Bragança,2009,Manufacturing,151,31890.9
Macedo de Cavaleiros,2009,Manufacturing,95,10833.3
Miranda do Douro,2009,Manufacturing,66,16701
Mirandela,2009,Manufacturing,169,15091.5
Mogadouro,2009,Manufacturing,49,17194.2
Vila Flor,2009,Manufacturing,56,13492.8
Vimioso,2009,Manufacturing,36,12549.2
Vinhais,2009,Manufacturing,47,9043.6
Centro,2009,Manufacturing,18770,24845.7
Oeste,2009,Manufacturing,2905,20417.7
Alcobaça,2009,Manufacturing,759,16266.2
Alenquer,2009,Manufacturing,329,28925.5
Arruda dos Vinhos,2009,Manufacturing,108,25631.6
Bombarral,2009,Manufacturing,108,17311.9
Cadaval,2009,Manufacturing,78,15782.3
Caldas da Rainha,2009,Manufacturing,381,17306.3
Lourinhã,2009,Manufacturing,153,17898.1
Nazaré,2009,Manufacturing,97,15143.8
Óbidos,2009,Manufacturing,83,18960.1
Peniche,2009,Manufacturing,154,19505
Sobral de Monte Agraço,2009,Manufacturing,83,18921.9
Torres Vedras,2009,Manufacturing,572,21683.4
Região de Aveiro,2009,Manufacturing,3817,26857.1
Águeda,2009,Manufacturing,805,24108.1
Albergaria-a-Velha,2009,Manufacturing,278,30834.5
Anadia,2009,Manufacturing,375,23670.2
Aveiro,2009,Manufacturing,627,31973.1
Estarreja,2009,Manufacturing,197,49825.5
Ílhavo,2009,Manufacturing,342,21430.7
Murtosa,2009,Manufacturing,49,23727.4
Oliveira do Bairro,2009,Manufacturing,331,23413.7
Ovar,2009,Manufacturing,485,25221.8
Sever do Vouga,2009,Manufacturing,145,26577.3
Vagos,2009,Manufacturing,183,22139.5
Região de Coimbra,2009,Manufacturing,3015,32642.1
Arganil,2009,Manufacturing,97,15942.7
Cantanhede,2009,Manufacturing,285,28711.9
Coimbra,2009,Manufacturing,832,17213.1
Condeixa-a-Nova,2009,Manufacturing,85,22381
Figueira da Foz,2009,Manufacturing,387,78552.5
Góis,2009,Manufacturing,33,13016.8
Lousã,2009,Manufacturing,108,42008.1
Mealhada,2009,Manufacturing,178,48231
Mira,2009,Manufacturing,76,20491.7
Miranda do Corvo,2009,Manufacturing,70,11528.2
Montemor-o-Velho,2009,Manufacturing,181,8998.1
Mortágua,2009,Manufacturing,80,31127.5
Oliveira do Hospital,2009,Manufacturing,171,12853.4
Pampilhosa da Serra,2009,Manufacturing,15,14365.4
Penacova,2009,Manufacturing,89,18689.7
